title,year,recommend,polaridad
Helen's Mysterious Castle,2016.0,True,0.0959482758620689
Heli Heroes,2002.0,False,-0.010227272727272727
Heli Heroes,2002.0,True,0.0
Heliborne,2017.0,False,-0.4
Heliborne,2017.0,True,0.5333333333333333
Hero Academy,2012.0,False,-0.012500000000000011
Hero Academy,2012.0,True,0.14249999999999996
Hero Siege,2014.0,False,-0.042853432753726946
Hero Siege,2014.0,True,0.09500275573192238
Hero Zero,2016.0,True,-0.075
Hero of the Kingdom,2012.0,True,-0.1114583333333333
Hero of the Kingdom II,2015.0,True,0.1914285714285714
Heroes Rise: The Prodigy,2012.0,True,0.2941528925619835
Heroine's Quest: The Herald of Ragnarok,2014.0,True,0.3991071428571429
Hexcells,2014.0,True,0.3075
Hexcells Infinite,2014.0,True,-0.0011069139194139037
Hexcells Plus,2014.0,True,0.355
Hidden Object Bundle 4 in 1,2014.0,True,0.35
Highschool Romance,2015.0,True,0.07916666666666665
Hippocampal: The White Sofa,2014.0,True,-0.1666666666666666
Hitman 2: Silent Assassin,2002.0,True,0.030182291666666673
Hitman: Blood Money,2006.0,True,0.246837410094246
Hitman: Codename 47,2000.0,False,-0.06666666666666665
Hitman: Contracts,2004.0,True,0.0
Hocus Pocus,1994.0,True,0.2625
Home,2012.0,False,-0.5833333333333334
Home,2012.0,True,0.04099025974025973
Homefront,2011.0,True,0.21666666666666667
Homeworld Remastered Collection,2015.0,False,-0.1208333333333332
Homeworld Remastered Collection,2015.0,True,0.3264167217813051
Homeworld: Deserts of Kharak,2016.0,False,0.35555555555555557
Homeworld: Deserts of Kharak,2016.0,True,0.2285714285714286
Hook,2015.0,False,0.0
Hook,2015.0,True,0.008367083533750189
Hospital Manager,2014.0,False,-0.0583333333333333
Hospital Tycoon,2007.0,False,-0.3083333333333334
Hospital Tycoon,2007.0,True,0.1291666666666666
Hotline Miami,2012.0,True,0.04261206298025891
Hotline Miami 2: Wrong Number,2015.0,False,0.0
Hotline Miami 2: Wrong Number,2015.0,True,-0.020197124304267167
How to Survive,2013.0,False,-0.0007936507936507931
How to Survive,2013.0,True,0.0416506422480647
How to Survive 2,2016.0,False,-0.1125
How to Survive 2,2016.0,True,0.1672727272727272
Hue,2016.0,True,0.0237037183683525
Human Resource Machine,2015.0,True,0.11276166980226487
Human: Fall Flat,2016.0,False,-0.15
Human: Fall Flat,2016.0,True,0.0380046551621894
Humanity Asset,2014.0,False,0.0
HunieCam Studio,2016.0,False,0.0
HunieCam Studio,2016.0,True,0.0173333333333333
HuniePop,2015.0,True,0.0685095547187413
Hurtworld,2015.0,False,-0.035
Hurtworld,2015.0,True,0.1560399759318932
Hydrophobia: Prophecy,2011.0,False,-0.09173280423280425
Hydrophobia: Prophecy,2011.0,True,0.6875
Hyper Light Drifter,2016.0,True,0.1431889978213507
Hyperdimension Neptunia U: Action Unleashed,2016.0,True,-0.0024928774928775024
Hyperspace Invaders II: Pixel Edition,2015.0,True,0.1625
Hyposphere,2016.0,False,0.0999999999999999
I Am Alive,2012.0,False,-0.25
"I Have No Mouth, and I Must Scream",1996.0,True,-0.31000000000000005
I am Bread,2015.0,False,0.047510288783482096
I am Bread,2015.0,True,0.05401106654783125
I am Setsuna,2016.0,True,0.159375
IGT Slots Paradise Garden,2014.0,False,0.1129629629629629
IL-2 Sturmovik: 1946,2006.0,False,-0.0183333333333333
IL-2 Sturmovik: 1946,2006.0,True,0.08446074217350813
IMSCARED,2016.0,True,0.032291666666666635
INK,2015.0,True,0.14130434782608695
IS Defense,2016.0,True,0.014444444444444446
Ichi,2014.0,True,0.0
Idle Civilization,2015.0,True,1.0
Iesabel,2013.0,False,-0.3178571428571429
If My Heart Had Wings,2013.0,True,0.05206082432973188
Iggy's Egg Adventure,2015.0,True,0.5
Immortal Defense,2007.0,True,0.5
Imperial Glory,2005.0,True,-0.5
Impire,2013.0,False,-0.18405934343434344
Indie Game: The Movie,2012.0,True,0.12574829576553714
Industry Empire,2014.0,False,-0.7024999999999999
Industry Giant 2,2015.0,True,0.07221875
Infested Planet,2014.0,True,0.3962222222222222
Infinifactory,2015.0,True,0.0666157916157916
Influent,2014.0,True,0.12631626701043194
Injustice: Gods Among Us Ultimate Edition,2013.0,False,-0.3446703296703296
Injustice: Gods Among Us Ultimate Edition,2013.0,True,0.04701908541194251
Insanely Twisted Shadow Planet,2012.0,True,-0.1332057823129251
Insanity Clicker,2016.0,True,-0.10572916666666665
Insecticide Part 1,2008.0,True,0.0
Instant Dungeon!,2014.0,False,-0.1333333333333333
Insurgency,2014.0,False,-0.09066233272344769
Insurgency,2014.0,True,0.15478475016129956
Intake,2013.0,True,0.0
Interplanetary,2015.0,True,0.2466666666666666
Interstellar Marines,2013.0,False,-0.06111111111111114
Interstellar Marines,2013.0,True,0.2612457932028962
Interstellar Rift,2015.0,True,0.1499999999999999
Into The War,2015.0,True,0.0
Intrusion 2,2012.0,False,-0.20624999999999996
Intrusion 2,2012.0,True,0.0833333333333333
Invasion,2015.0,True,0.0
Invasion,2017.0,True,0.0
Inversion™,2012.0,True,0.025
Invisible Apartment,2015.0,False,-0.5
Invisible Apartment,2015.0,True,0.3183742533306486
"Invisible, Inc.",2015.0,True,0.11457653457653455
Iron Snout,2016.0,False,-0.0331547619047619
Iron Snout,2016.0,True,0.5735216041819815
Ironcast,2015.0,True,-0.1625
Ironclad Tactics,2013.0,False,0.2333333333333333
Ironclad Tactics,2013.0,True,0.1687307359307359
Istrolid,2016.0,True,0.3681363636363636
"It came from space, and ate our brains",2015.0,True,0.119026174442841
Ittle Dew,2013.0,False,0.0861111111111111
Ittle Dew,2013.0,True,-0.016666666666666666
Jack Lumber,2013.0,True,0.0432142857142857
Jack Nicklaus Perfect Golf,2016.0,False,-0.4
Jagged Alliance - Back in Action,2012.0,False,0.2416666666666667
Jagged Alliance - Back in Action,2012.0,True,-0.0208333333333333
Jagged Alliance Flashback,2014.0,False,-0.3564102564102564
Jagged Alliance Flashback,2014.0,True,0.295
Jalopy,2016.0,False,-0.4
Jalopy,2016.0,True,1.0
Jamestown,2011.0,True,0.28220261437908495
Jane's Advanced Strike Fighters,2012.0,True,0.375
Jesus Christ RPG Trilogy,2016.0,False,0.2142857142857142
Jesus Christ RPG Trilogy,2016.0,True,-0.09166666666666667
Jet Racing Extreme,2015.0,False,0.0
Jet Set Radio,2012.0,False,-0.1367187499999999
Jet Set Radio,2012.0,True,-0.04284979423868313
Jets'n'Guns Gold,2014.0,True,0.5
Journey of a Roach,2013.0,True,0.236
Jumpdrive,2014.0,True,-0.0527777777777777
Junk Jack,2016.0,True,0.3
Just Cause,2006.0,False,-0.0193883818883819
Just Cause,2006.0,True,0.659513468013468
Just Cause 2,2010.0,False,-0.30625
Just Cause 2,2010.0,True,0.14750586023077317
Just Deserts,2016.0,True,1.0
Karate Master 2 Knock Down Blow,2015.0,False,-0.1733333333333333
Kerbal Space Program,2015.0,False,-0.4
Kerbal Space Program,2015.0,True,0.20251577130302437
Khet 2.0,2014.0,True,0.125
Killing Floor,2009.0,False,0.141991341991342
Killing Floor,2009.0,True,0.21191311483018577
Killing Floor 2,2016.0,False,-0.0627097167538344
Killing Floor 2,2016.0,True,0.10805320694719668
Killing Floor: Uncovered,2015.0,False,0.1233333333333333
Killing Floor: Uncovered,2015.0,True,0.16229323308270677
Kindred Spirits on the Roof,2016.0,True,0.75
Kinetic Void,2014.0,False,0.015625
Kinetic Void,2014.0,True,0.20722222222222217
King Arthur's Gold,2013.0,False,-0.0017361111111111
King Arthur's Gold,2013.0,True,0.23855106111284627
King's Bounty: Dark Side,2014.0,False,0.0721074380165289
King's Bounty: The Legend,2008.0,True,0.0714285714285714
King's Bounty: Warriors of the North,2012.0,True,-0.0646825396825396
King's Quest,2015.0,True,0.3827777777777778
Kingdom Rush,2014.0,True,0.08747727272727271
Kingdom Wars,2013.0,False,-0.0583333333333333
Kingdom Wars,2013.0,True,0.3451844532279315
Kingdom: Classic,2015.0,True,0.04957076719576721
Kingdom: New Lands,2016.0,False,-0.0499999999999999
Kingdom: New Lands,2016.0,True,0.41875
Kingdoms Rise,2013.0,False,0.21
Kingdoms Rise,2013.0,True,0.1503061224489796
Kingdoms of Amalur: Reckoning™,2012.0,True,0.2172794242794243
Kings of Kung Fu,2015.0,True,0.0
King’s Bounty: Legions,2013.0,False,-0.41
King’s Bounty: Legions,2013.0,True,-0.040476190476190485
Kitty Powers' Matchmaker,2015.0,True,0.0309615384615384
"Kivi, Toilet and Shotgun",2016.0,True,-0.3291666666666666
Knight Online,2016.0,False,0.07861232517482517
Knightmare Tower,2014.0,False,-0.1543154761904762
Knights of Honor,2005.0,True,0.13125
Knock-knock,2013.0,True,0.2
Korwin The Game,2015.0,True,0.0
Krater,2012.0,True,0.0
Kung Fury,2015.0,False,0.0
Kung Fury,2015.0,True,0.21560338765501808
Kung Fury: Street Rage,2015.0,True,0.06614796603021238
L.A. Noire,2011.0,False,-0.3500000000000001
L.A. Noire,2011.0,True,0.19212229041697365
LEGO® Jurassic World,2015.0,False,0.0388888888888888
LEGO® Jurassic World,2015.0,True,0.4
LEGO® MARVEL's Avengers,2016.0,True,0.0
LEGO® STAR WARS™: The Force Awakens,2016.0,True,-0.16190476190476188
LEGO® The Hobbit™,2014.0,False,-0.1730769230769231
LEGO® The Hobbit™,2014.0,True,0.17493055555555553
LEGO® Worlds,2017.0,False,0.0
LEGO® Worlds,2017.0,True,-0.034960687571732
LIMBO,2011.0,True,0.4253310510494397
LISA,2014.0,True,-0.06017036124794744
LOOP: A Tranquil Puzzle Game,2015.0,True,0.25
LUFTRAUSERS,2014.0,True,0.03235449735449735
LYNE,2014.0,True,-0.04338971739596742
La-Mulana,2013.0,False,-0.4
La-Mulana,2013.0,True,0.4375
Labyronia RPG,2015.0,True,0.225
Labyronia RPG 2,2015.0,True,0.0
Lambda Wars Beta,2014.0,False,-0.1666666666666666
Lambda Wars Beta,2014.0,True,0.08629918115394297
Lamia Must Die,2014.0,True,0.0285714285714285
Larva Mortus,2009.0,True,0.3766666666666666
Last Hope - Tower Defense,2016.0,True,-0.4
Layers of Fear,2016.0,True,0.00673400673400673
Left 4 Dead,2008.0,False,0.15
Left 4 Dead,2008.0,True,0.44177016108485406
Left 4 Dead 2,2009.0,False,0.10274404761904761
Left 4 Dead 2,2009.0,True,0.3046074334464455
Left Alone,2016.0,True,0.2607142857142857
Legend of Grimrock,2012.0,True,0.15599999999999997
Legend of Grimrock 2,2014.0,True,0.26
Legends of Aethereus,2013.0,True,0.0
Legends of Callasia,2016.0,True,0.2277777777777777
Leisure Suit Larry in the Land of the Lounge Lizards: Reloaded,2013.0,False,-0.6
Lemma,2015.0,True,0.0
Let's Sing,2014.0,True,0.0855263157894736
Lethal League,2014.0,True,0.02442050324403265
LiEat,2016.0,True,0.22566666666666668
Lichdom: Battlemage,2014.0,True,0.1090865421128579
Life is Feudal: Your Own,2015.0,False,-0.12833333333333333
Life is Feudal: Your Own,2015.0,True,0.14573010772623773
Life is Hard,2015.0,True,-0.2057291666666666
Liftoff,2015.0,False,-0.35
Liftoff,2015.0,True,0.1555
Lilly and Sasha: Nexus of Souls,2015.0,True,-0.4
"Linea, the Game",2016.0,True,0.375
Litil Divil,1993.0,True,-0.04
Little Inferno,2012.0,True,0.06323422961138478
Little King's Story,2016.0,False,-0.1615646258503401
Loadout,2014.0,False,-0.07107902624429026
Loadout,2014.0,True,0.2807279494043369
Loadout Steam Launch Starter Pack,2014.0,True,0.0
Locoland,2003.0,True,0.1043333333333333
LogicBots,2017.0,True,-0.0214814814814814
Lone Survivor: The Director's Cut,2012.0,True,0.07997557997557994
Long Live The Queen,2013.0,True,0.06438163556913556
Lootfest,2015.0,False,-0.1200081168831168
Lords of Football,2013.0,False,-0.7
Lords of Xulima,2014.0,True,0.0881666666666666
Lords of the Black Sun,2014.0,False,-0.0045721925133689
Loren The Amazon Princess,2014.0,True,0.085091442374051
Lost Lands: Mahjong,2016.0,True,0.1102777777777778
Love at First Sight,2015.0,True,0.1666666666666666
LoveBeat,2016.0,False,0.2291666666666666
LoveBeat,2016.0,True,0.19223280423280423
Lovely Planet,2014.0,True,0.020051020408163256
Lucid,2011.0,True,-0.5
Lucius,2012.0,False,-0.0332989926739927
Lucius,2012.0,True,0.032714285714285675
Lume,2011.0,False,-0.1583333333333333
M.U.D. TV,2010.0,False,0.0
M.U.D. TV,2010.0,True,0.0
MASSIVE CHALICE,2015.0,True,0.0
MDK 2,2000.0,True,0.1538461538461539
METAL GEAR RISING: REVENGEANCE,2014.0,False,0.1597222222222222
METAL GEAR RISING: REVENGEANCE,2014.0,True,0.5648159180023019
METAL GEAR SOLID V: GROUND ZEROES,2014.0,True,0.17959453262098762
METAL GEAR SOLID V: THE PHANTOM PAIN,2015.0,False,-0.1210861810771533
METAL GEAR SOLID V: THE PHANTOM PAIN,2015.0,True,0.4040366222881843
METAL SLUG 3,2014.0,True,0.1746130952380952
METAL SLUG DEFENSE,2015.0,False,0.4
MX vs. ATV Reflex,2010.0,False,0.0913802083333333
MX vs. ATV Reflex,2010.0,True,0.3572047000618429
MX vs. ATV Supercross Encore,2015.0,False,0.0666666666666666
MX vs. ATV Supercross Encore,2015.0,True,0.11875
MXGP - The Official Motocross Videogame,2014.0,True,0.0914015151515151
MXGP2 - The Official Motocross Videogame,2016.0,True,0.30783730158730155
Mabinogi,2012.0,False,-0.35555555555555557
Mabinogi,2012.0,True,-0.14158582089552244
Machinarium,2009.0,True,0.2059738632295023
MachineCraft,2016.0,False,-0.3448979591836734
MachineCraft,2016.0,True,0.0384722222222222
Mad Games Tycoon,2016.0,True,0.20641156462585028
Mad Max,2015.0,False,0.2089285714285714
Mad Max,2015.0,True,0.12447135615609879
Mafia II,2011.0,False,-0.75
Mafia II,2011.0,True,0.21735931133934602
Magic Duels,2015.0,False,-0.05497782741042545
Magic Duels,2015.0,True,0.20687250039522764
Magic: The Gathering - Duels of the Planeswalkers 2013,2012.0,True,-0.005079787234042553
Magicite,2014.0,False,0.0
Magicite,2014.0,True,0.17794053295867812
Magicka,2011.0,False,-0.0833333333333333
Magicka,2011.0,True,0.14192771099648652
Magicka 2,2015.0,False,-0.014912280701754385
Magicka 2,2015.0,True,0.0016666666666666668
Magicka: Wizards of the Square Tablet,2013.0,True,0.0
Magrunner: Dark Pulse,2013.0,True,0.1611111111111111
Maia,2013.0,True,0.0
Majestic Nights,2014.0,True,0.0325
Majesty 2,2009.0,False,0.031797138047138
Majesty 2 Collection,2011.0,True,0.1062499999999999
Make it indie!,2015.0,False,-0.15
Making History II: The War of the World,2010.0,True,0.0992063492063492
Making History: The Calm and the Storm Gold Edition,2008.0,True,0.2410023310023309
Manhunt,2004.0,True,0.1875
MapleStory,2012.0,False,-0.08983096377627628
MapleStory,2012.0,True,0.481380081243143
Marauder,2009.0,True,0.1
March of the Living,2016.0,True,-6.938893903907228e-18
Marine Sharpshooter II: Jungle Warfare,2004.0,False,-0.7999999999999999
Mark of the Ninja,2012.0,False,0.1499999999999999
Mark of the Ninja,2012.0,True,0.17730492146824223
Mars: War Logs,2013.0,False,-0.5549999999999999
Mars: War Logs,2013.0,True,0.0
Marvel Puzzle Quest,2013.0,False,-0.0515174064205628
Marvel Puzzle Quest,2013.0,True,0.19706664862914858
Masked Shooters 2,2016.0,True,0.7
Mass Effect,2008.0,True,0.2953560725537987
Mass Effect 2,2010.0,False,0.0
Mass Effect 2,2010.0,True,0.24594681147312725
Massive,2016.0,True,0.0329799107142857
Master Reboot,2013.0,False,0.0
Master Spy,2015.0,True,0.21601808905380332
Master of Orion,2016.0,True,0.0389705882352941
Max Gentlemen,2014.0,True,0.1875
Max Payne,2001.0,True,0.13749999999999998
Max Payne 2: The Fall of Max Payne,2003.0,False,-1.0
Max Payne 3,2012.0,False,0.01180555555555555
Max Payne 3,2012.0,True,0.14894526459429205
Maximum Override,2017.0,True,0.00423868778280542
McPixel,2012.0,False,0.03
McPixel,2012.0,True,0.03931728508117396
Medal of Honor: Airborne,2007.0,True,0.29327073563011063
Medieval Engineers,2015.0,False,-0.009890109890109891
Medieval Engineers,2015.0,True,0.08323334945976456
Medusa's Labyrinth,2016.0,True,-0.2083333333333333
Megadimension Neptunia VII,2016.0,True,0.4130681818181818
Melody's Escape,2016.0,True,-0.028619572829131655
Meltdown,2014.0,True,0.1499999999999999
Memento Mori 2,2014.0,False,-0.45
Memoria,2013.0,True,0.2451923076923076
Memories of a Vagabond,2014.0,True,0.06666666666666667
Memory Oblivion Box,2016.0,True,0.0
Men of War: Assault Squad,2011.0,True,0.16594453513132487
Men of War: Assault Squad 2,2014.0,False,0.0023012075643654567
Men of War: Assault Squad 2,2014.0,True,0.03591959972394755
Men of War: Vietnam,2011.0,False,-0.3249999999999999
Mercenary Kings,2014.0,False,-0.1801243894993894
Mercenary Kings,2014.0,True,0.44999999999999996
Meridian: New World,2014.0,True,0.0499999999999999
Metal Assault,2016.0,True,0.0
Metal Drift,2009.0,True,0.3
Metal War Online: Retribution,2015.0,True,0.0348412698412698
Metro 2033 Redux,2014.0,True,0.1744322344322344
Metro: Last Light Redux,2014.0,False,0.0
Metro: Last Light Redux,2014.0,True,0.0610025519531822
Miasmata,2012.0,True,-0.0728571428571428
Microsoft Flight Simulator X: Steam Edition,2006.0,True,0.17942127317127313
Mighty No. 9,2016.0,False,-0.085654936461388
Millie,2014.0,True,0.0
Minecraft: Story Mode - A Telltale Games Series,2015.0,False,-0.016297655195681496
Minecraft: Story Mode - A Telltale Games Series,2015.0,True,0.3656209074154019
Miner Wars 2081,2012.0,True,0.1
Mini Metro,2015.0,True,0.0674399252708076
Mini Motor Racing EVO,2013.0,True,-0.1666666666666666
Minimum,2014.0,False,-0.1577380952380952
Minimum,2014.0,True,0.18752572386156416
Miracle Fly,2015.0,True,-0.0375
MirrorMoon EP,2013.0,True,-0.07916666666666668
Miscreated,2014.0,False,-0.15699121315192743
Miscreated,2014.0,True,0.12751459002329277
Missing Translation,2015.0,False,-0.1
Missing Translation,2015.0,True,0.17706495098039216
Mitos.is: The Game,2015.0,False,0.2333333333333333
Mitos.is: The Game,2015.0,True,0.0647391170224977
Modular Combat,2008.0,False,-0.0275
Modular Combat,2008.0,True,0.0409722222222222
Monday Night Combat,2011.0,True,-0.125
Monster Loves You!,2013.0,True,0.4116666666666666
Monsters Ate My Birthday Cake,2014.0,True,0.0
Montague's Mount,2013.0,True,-0.0191666666666666
Montaro,2016.0,True,-0.02291666666666665
Montas,2014.0,False,0.0999999999999999
Montas,2014.0,True,-0.5
Moon Hunters,2016.0,True,0.1671428571428571
Mordheim: City of the Damned,2015.0,True,-0.002666666666666649
Morphopolis,2014.0,False,0.008333333333333387
Morphopolis,2014.0,True,-0.01822916666666665
Mortal Kombat Komplete Edition,2013.0,False,0.0042297979797979515
Mortal Kombat Komplete Edition,2013.0,True,0.40279308723338575
Mortal Kombat X,2015.0,False,-0.1643033361956973
Mortal Kombat X,2015.0,True,0.06027026361891555
Mortal Kombat: Legacy,2011.0,True,0.525
Mortal Kombat: Legacy II,2013.0,True,0.9
Mortal Online,2015.0,True,0.1103174603174603
Motivational Growth,2015.0,True,0.09910714285714285
MotoGP™13,2013.0,True,0.6
Mount Your Friends,2014.0,False,0.0
Mount Your Friends,2014.0,True,0.14282392644557823
Mountain,2014.0,False,-0.12499999999999999
Mountain,2014.0,True,0.08307604751570269
Moustache Mountain,2016.0,True,0.1244186046511628
Move or Die,2016.0,False,-0.5357142857142857
Move or Die,2016.0,True,0.2367142857142857
Ms. Splosion Man,2013.0,True,0.2297619047619047
Mugen Souls,2015.0,False,0.295
Mugen Souls,2015.0,True,-0.14875
Murder,2015.0,False,0.1133680555555555
Murder Miners,2014.0,False,-0.10166666666666664
Murder Miners,2014.0,True,0.1274579831932773
Mushihimesama,2015.0,True,0.1524679162445119
My Butler,2016.0,True,0.0
My Name is Mayo,2016.0,True,0.2538419913419913
My Paper Boat,2015.0,True,0.0581666666666666
My Riding Stables: Life with Horses,2014.0,True,0.28888888888888886
Myst: Masterpiece Edition,2011.0,False,0.0
Mystery Chronicle: One Way Heroics,2016.0,True,0.0499999999999999
Mystic Destinies: Serendipity of Aeons,2016.0,True,0.2799999999999999
NAM,1998.0,True,0.0
NARUTO SHIPPUDEN: Ultimate Ninja STORM 4,2016.0,True,0.07285052910052908
NARUTO SHIPPUDEN: Ultimate Ninja STORM Revolution,2014.0,True,0.1569466027799361
NBA 2K16,2015.0,False,-0.250760582010582
NBA 2K16,2015.0,True,0.592026328556501
NBA 2K17,2016.0,True,0.19642857142857142
NEO Scavenger,2014.0,False,0.1333333333333333
NEO Scavenger,2014.0,True,0.1100878886908298
NEON STRUCT,2015.0,True,0.2425
NEStalgia,2014.0,True,-0.1964285714285714
NOT A HERO,2015.0,True,0.21545238095238095
NaissanceE,2014.0,True,0.3333333333333333
Nanofights,2014.0,False,0.0
Nation Red,2010.0,True,0.06988095238095236
Natural Selection 2,2012.0,False,-0.03188719175561281
Natural Selection 2,2012.0,True,0.13512526949697803
Naval Action,2016.0,False,0.1416666666666666
Naval Action,2016.0,True,0.00416666666666665
Naval War: Arctic Circle,2012.0,True,0.2095238095238095
Naval Warfare,2011.0,True,0.2
Navy Field 2 : Conqueror of the Ocean,2015.0,True,-0.025
Neon Space ULTRA,2016.0,True,0.0
Never Alone (Kisima Ingitchuna),2014.0,False,0.1281007751937984
Neverwinter,2013.0,False,-0.02777777777777778
Neverwinter,2013.0,True,0.2065951566931307
New York Taxi Simulator,2016.0,True,0.1363636363636363
New kind of adventure,2015.0,False,0.140625
New kind of adventure,2015.0,True,0.14228219696969696
Next Car Game: Wreckfest,2014.0,False,-0.33927669552669554
Next Car Game: Wreckfest,2014.0,True,0.18957108285233285
Nexuiz,2012.0,True,0.1416666666666666
Nidhogg,2014.0,False,-0.325
Nidhogg,2014.0,True,0.09676193964765391
NightSky,2011.0,True,0.32499999999999996
Nightmares from the Deep: The Cursed Heart,2012.0,True,-0.0004629629629630122
Nihilumbra,2013.0,True,1.0
Nimble Quest,2013.0,True,0.46875
No Man's Sky,2016.0,False,-0.10837344718235867
No Man's Sky,2016.0,True,0.04630956312746801
No More Room in Hell,2011.0,False,-0.02387164975279729
No More Room in Hell,2011.0,True,0.2516647760093649
No Time To Explain Remastered,2015.0,True,0.08333333333333333
Noct,2015.0,False,0.35
Noct,2015.0,True,0.11203282828282819
Noir Syndrome,2014.0,True,0.675
Nomad,2015.0,False,-0.5499999999999999
Nomad,2015.0,True,0.1023809523809523
Nosferatu: The Wrath of Malachi,2003.0,True,-0.17008928571428572
Not The Robots,2013.0,True,0.2270833333333333
NotGTAV,2015.0,False,0.0
NotGTAV,2015.0,True,0.08050925925925925
Notrium,2003.0,True,0.0016345210853219994
Nuclear Dawn,2011.0,False,0.1372222222222222
Nuclear Dawn,2011.0,True,0.10164473684210523
Nuclear Throne,2015.0,False,0.16
Nuclear Throne,2015.0,True,0.10526976487032878
Numen: Contest of Heroes,2010.0,True,0.6
Nyan Cat: Lost In Space,2015.0,True,0.08571428571428566
Nyctophilia,2015.0,False,0.0
O3DX,2016.0,False,0.5
OCEAN CITY RACING: Redux,2016.0,False,0.0166666666666666
OCEAN CITY RACING: Redux,2016.0,True,1.0
ORION: Prelude,2013.0,False,-0.15400911051131838
ORION: Prelude,2013.0,True,0.07197424512965969
OTTTD,2014.0,True,-0.017222222222222233
Obliteracers,2016.0,True,0.06888939950980386
Obscure,2005.0,True,0.2674242424242424
Obulis,2009.0,True,0.1306547619047619
Octodad: Dadliest Catch,2014.0,False,0.0
Octodad: Dadliest Catch,2014.0,True,0.5943516418193489
Oddworld: New 'n' Tasty,2015.0,True,0.22249555203856275
Oddworld: Stranger's Wrath HD,2010.0,False,-0.5599999999999998
Oddworld: Stranger's Wrath HD,2010.0,True,0.21610633754573141
Of Guards And Thieves,2016.0,True,0.25
Of Kings And Men,2016.0,True,0.2957310267857143
Of Orcs And Men,2012.0,True,0.2799999999999999
Off-Road Drive,2011.0,False,-0.025
Off-Road Drive,2011.0,True,0.2333333333333333
Offworld Trading Company,2016.0,False,-0.1571428571428571
Offworld Trading Company,2016.0,True,0.24444444444444438
OlliOlli,2014.0,False,-0.00555555555555555
OlliOlli,2014.0,True,0.18839285714285714
OlliOlli2: Welcome to Olliwood,2015.0,True,0.3416666666666667
Omegalodon,2012.0,True,0.016097883597883573
Omerta - City of Gangsters,2013.0,True,0.11285008818342142
OmniBus,2016.0,True,0.0
On My Own,2016.0,False,0.079047619047619
One Day For Ched,2014.0,True,-0.5166666666666666
One Finger Death Punch,2014.0,False,0.2875
One Finger Death Punch,2014.0,True,0.16301700023443721
One More Dungeon,2015.0,True,0.125
One Thousand Lies,2016.0,True,0.1333333333333333
One Troll Army,2016.0,False,0.1875
One Troll Army,2016.0,True,0.0333333333333333
One Way Heroics,2014.0,True,0.08802380952380953
One Way To Die: Steam Edition,2015.0,False,-0.0364583333333333
Only If,2014.0,False,-0.27193080357142857
Only If,2014.0,True,0.09466991341991342
Operation Flashpoint: Dragon Rising,2009.0,False,0.3666666666666667
Operation Flashpoint: Dragon Rising,2009.0,True,0.7315789473684211
Orbit HD,2015.0,True,-0.0666666666666666
Orbital Gear,2014.0,True,0.16376262626262628
Orcs Must Die!,2011.0,True,0.30916666666666665
Orcs Must Die! 2,2012.0,False,0.0
Orcs Must Die! 2,2012.0,True,0.0339622364097154
Orcs Must Die! Unchained,2017.0,False,0.0
Orcs Must Die! Unchained,2017.0,True,0.07126147386564051
Organ Trail: Director's Cut,2013.0,False,0.0496527777777777
Organ Trail: Director's Cut,2013.0,True,0.06022727272727273
Organic Panic,2014.0,True,0.45
Ori and the Blind Forest,2015.0,True,0.15945319691505186
Ori and the Blind Forest: Definitive Edition,2016.0,True,0.1848901098901098
Ortus Regni,2016.0,True,0.225
Osmos,2009.0,True,0.09999999999999999
Our Darker Purpose,2014.0,False,-0.0852968253968254
Our Darker Purpose,2014.0,True,-0.3958333333333333
Out There Somewhere,2016.0,True,0.0785475169932407
Out of Reach,2015.0,False,0.0
Out of Reach,2015.0,True,0.0914880952380952
OutDrive,2016.0,False,0.0083333333333333
OutDrive,2016.0,True,0.0
Outcast 1.1,2014.0,True,0.2284313725490196
Outland,2014.0,True,0.1199967790146361
Outlast,2013.0,False,-0.06994949494949494
Outlast,2013.0,True,0.0037854555112322107
Over 9000 Zombies!,2015.0,True,0.3
Over The Void,2014.0,False,-0.1837962962962963
Over the Dream,2015.0,True,0.5
Overcast - Walden and the Werewolf,2014.0,True,0.10416666666666666
Overcooked,2016.0,True,0.11358082706766914
Overgrowth,2017.0,False,-0.0125
Overgrowth,2017.0,True,0.12049342105263157
Overlord II,2009.0,True,0.15
Overlord: Fellowship of Evil,2015.0,False,-0.3
Oxenfree,2016.0,True,0.11826923076923075
PAC-MAN™ and the Ghostly Adventures,2013.0,True,-0.19666666666666666
PARTICLE MACE,2015.0,True,0.1285714285714286
PAYDAY: The Web Series,2015.0,True,0.3255
POSTAL,1997.0,False,0.0
POSTAL,1997.0,True,0.2811764705882353
POSTAL 2,2003.0,False,-0.06666666666666667
POSTAL 2,2003.0,True,0.11818997763443416
Paint the Town Red,2015.0,True,0.17107936507936508
Pajama Sam 2: Thunder and Lightning Aren't So Frightening,1998.0,True,0.1249999999999999
Pandora: First Contact,2013.0,True,0.7
Panzer Corps,2011.0,True,0.0556277056277056
Panzermadels: Tank Dating Simulator,2016.0,True,0.2839285714285714
Paper Sorcerer,2013.0,True,0.0680546830886504
"Papers, Please",2013.0,False,0.40740740740740744
"Papers, Please",2013.0,True,0.2680617707789508
Paranautical Activity: Deluxe Atonement Edition,2013.0,False,-0.6
Paranautical Activity: Deluxe Atonement Edition,2013.0,True,0.08016666666666664
